,BGXZ,BGYB,BGYC,BGYI,BGYK,LRWL,LRWM,LRWU,LRWV,LRWW,LRWX,LRWY,LRXB,LRXC,LRXD,LRXE,LRXG,LRXH,LRXN,LRXO,LRXP,LRXR,LRXZ,LRYA,LRYB,LRYC,LRYF,LRYG,LRYN,LRYO,LRYP,LRYQ
"1997",55357,5751,49606,16222,21920,177989,122632,847134.25,12.9,14.5,13826,8075,91866,49583,15.1,16.3,164163,114557,797551.25,12.8,14.4,45966,386774,223065,11.9,13.3,100140,78220,556802.2,377535,18,20.7
"1998",57476,5954,51522,16514,23387,175316,117840,866175.75,12.5,13.6,11535,5581,95282,50918,12.1,11,163781,112259,815257.75,12.6,13.8,41790,386925,223496,10.8,11.3,103939,80552,577602.5,395136,18,20.4
"1999",60503,6017,54486,16784,25534,178272,117769,912741.5,12.2,12.9,13710,7693,98363,52008,13.9,14.8,164562,110076,860733.75,12,12.8,41677,390217,225846,10.7,11,104470,78936,623074.8,429740,16.8,18.4
"2000",62950,5872,57078,17018,27541,179723,116773,958582.25,11.8,12.2,21174,15302,98025,50618,21.6,30.3,158549,101471,907964.25,11.1,11.2,39792,395526,229749,10.1,9.9,100982,73441,668292.5,465066,15.1,15.8
"2001",64758,5750,59008,17120,28827,178047,113289,999868.5,11.2,11.3,20112,14362,96600,48833,20.8,29.4,157935,98927,951035.75,10.6,10.4,35570,399508,231834,8.9,8,102306,73479,715611.8,499549,14.3,14.7
"2002",66647,5664,60983,16805,30443,190704,124057,,11.8,12.1,19106,13442,96914,48614,19.7,27.6,171598,110615,973978.75,11.3,11.4,37894,397542,228984,9.5,9.2,110481,80038,735777,519551,15,15.4
"2003",68530,5669,62861,16638,32330,202786,134256,,12.2,12.7,18783,13114,98948,49198,19,26.7,184003,121142,,11.8,12.1,35321,394766,225837,8.9,8.3,126996,94666,777570.5,548775,16.3,17.3
"2004",71482,5765,65717,14623,30912,218877,147395,,12.6,13.3,18668,12903,101464,49572,18.4,26,200209,134492,,12.1,12.7,39994,382664,216494,10.5,11.7,135044,104132,862661.8,604495,15.7,17.2
"2005",72990,5795,67195,14438,32877,227513,154523,,12.7,13.5,23578,17783,103192,49299,22.8,36.1,203935,136740,,12,12.5,40062,381270,215044,10.5,11.9,138578,105701,901676.8,632943,15.4,16.7
"2006",75941,5810,69592,16321,37675,243350,167409,,13.1,14.1,27311,21501,104007,48543,26.3,44.3,216039,146447,,12.3,12.9,40962,387070,214488,10.6,11.5,145524,107849,938857,653556,15.5,16.5
"2007",78715,5825,73093,17140,39570,252797,174082,,13.4,14.2,26080,20255,105282,48433,24.8,41.8,226717,153624,,12.7,13,40485,394721,219056,10.3,10.7,154191,114621,963176.2,683825,16,16.8
"2008",81451,5753,75976,14595,39752,257209,175758,,12.9,13.7,28120,22367,106260,49738,26.5,45.1,229089,153113,,12.1,12.4,42014,389532,220896,10.8,12.4,156599,116847,1026242,729762,15.3,16
"2009",86079,5874,78906,15017,42827,227953,141874,,11.1,10.8,21452,15578,107379,50160,20,31,206501,127595,,10.6,10.1,33417,386993,216278,8.6,8.5,150184,107357,1062165.8,748552,14.1,14.3
"2010",89668,5969,81138,15098,45023,241221,151553,,11.3,11.2,25379,19410,109586,50680,23.2,38.3,215842,134704,,10.6,10.3,33869,396134,219040,8.5,8.6,157265,112242,1113864.2,778887,14.1,14.4
"2011",92837,5932,83949,14890,46822,255671,162834,,11.6,11.7,29806,23874,112476,51781,26.5,46.1,225865,141916,,10.8,10.6,36044,401859,222747,9,9.5,162619,115797,1175460.5,840310,13.8,13.8
"2012",96156,6080,90076,15180,48675,256740,160584,,11.3,11.3,25246,19166,115009,52572,22,36.5,231494,141418,,10.8,10.3,33199,405853,225264,8.2,8,173494,124819,1217818.1,845010,14.2,14.8
"2013",99440,6035,93405,15039,50540,266771,167331,,11.4,11.5,23470,17435,117171,53106,20,32.8,243301,149896,,11,10.7,36962,418502,233283,8.8,9.4,181287,130747,1259218.8,891624,14.4,14.7
"1997 Q1",13849,1428,12421,4104,5457,,,,12.8,14.2,,,,,16.9,19.6,,,,12.5,13.8,,,,11.5,12.6,,,,,17.6,20.1
"1997 Q2",13785,1431,12354,4048,5444,,,,12.7,14.2,,,,,14.2,14.6,,,,12.6,14.1,,,,11.7,13.1,,,,,17.8,20.5
"1997 Q3",13817,1441,12376,4026,5481,,,,13.4,15.2,,,,,14.8,15.8,,,,13.3,15.2,,,,12.4,14.2,,,,,18.7,21.8
"1997 Q4",13906,1451,12455,4044,5538,,,,12.9,14.3,,,,,14.4,15.2,,,,12.8,14.3,,,,12,13.4,,,,,17.9,20.5
"1998 Q1",14032,1469,12563,4052,5630,,,,12.9,14.4,,,,,13.4,13.3,,,,12.9,14.5,,,,11.2,12.2,,,,,17.7,20.1
"1998 Q2",14247,1484,12763,4106,5770,,,,12.6,13.7,,,,,12.7,12.1,,,,12.6,13.8,,,,11.8,13,,,,,17.8,20.2
"1998 Q3",14505,1497,13008,4164,5932,,,,12.2,13.1,,,,,11.5,9.8,,,,12.3,13.3,,,,10,9.8,,,,,18.5,21
"1998 Q4",14692,1504,13188,4192,6055,,,,12.3,13.2,,,,,10.8,8.7,,,,12.4,13.5,,,,10.2,10.2,,,,,18,20.3
"1999 Q1",14843,1511,13332,4178,6168,,,,12.1,12.9,,,,,10.7,8.5,,,,12.2,13.1,,,,10.9,11.4,,,,,16.3,17.7
"1999 Q2",15026,1509,13517,4184,6308,,,,12,12.7,,,,,12.3,11.7,,,,12,12.8,,,,11.6,12.7,,,,,16.5,18.1
"1999 Q3",15254,1504,13750,4212,6469,,,,12.2,13,,,,,16.1,19,,,,12,12.6,,,,10,9.9,,,,,17.4,19.3
"1999 Q4",15380,1493,13887,4210,6589,,,,12.3,13,,,,,16.6,20.1,,,,12,12.6,,,,10.2,10.2,,,,,16.8,18.4
"2000 Q1",15530,1484,14046,4223,6717,,,,12.1,12.7,,,,,19,25,,,,11.6,12,,,,11.2,11.9,,,,,14.9,15.5
"2000 Q2",15687,1473,14214,4249,6850,,,,11.8,12.3,,,,,21.1,29.2,,,,11.2,11.3,,,,10.8,11.2,,,,,15.1,15.8
"2000 Q3",15812,1461,14351,4262,6951,,,,11.9,12.3,,,,,22.4,31.9,,,,11.2,11.2,,,,9.9,9.6,,,,,16.3,17.4
"2000 Q4",15921,1454,14467,4284,7023,,,,11.3,11.4,,,,,23.9,35,,,,10.5,10.2,,,,8.4,7,,,,,14.1,14.4
"2001 Q1",16004,1445,14558,4284,7081,,,,10.9,10.9,,,,,22.8,33.2,,,,10.2,9.7,,,,9.3,8.7,,,,,12.7,12.4
"2001 Q2",16134,1441,14693,4287,7165,,,,11.2,11.3,,,,,22.7,33,,,,10.4,10.2,,,,9.2,8.5,,,,,14.2,14.6
"2001 Q3",16278,1437,14841,4287,7260,,,,11.5,11.7,,,,,19.9,27.6,,,,10.9,10.9,,,,8.9,7.9,,,,,15.4,16.2
"2001 Q4",16342,1427,14916,4262,7321,,,,11.3,11.4,,,,,17.9,23.8,,,,10.9,10.8,,,,8.2,6.8,,,,,14.9,15.5
"2002 Q1",16404,1422,14983,4204,7401,,,,11.8,12.2,,,,,18.2,24.5,,,,11.4,11.6,,,,11.2,12.2,,,,,13.4,13.4
"2002 Q2",16601,1417,15185,4200,7549,,,,11.9,12.2,,,,,19.7,27.6,,,,11.3,11.4,,,,9.8,9.7,,,,,14.3,14.4
"2002 Q3",16823,1413,15410,4207,7730,,,,11.9,12.2,,,,,18.7,25.8,,,,11.5,11.5,,,,9.1,8.5,,,,,16.2,17
"2002 Q4",16819,1412,15405,4194,7763,,,,11.8,12,,,,,22.2,32.8,,,,11.1,10.9,,,,8,6.5,,,,,16.1,16.8
"2003 Q1",16838,1410,15427,4173,7852,,,,11.9,12.1,,,,,21.5,31.5,,,,11.3,11.2,,,,8.2,6.9,,,,,15.3,15.7
"2003 Q2",17026,1413,15613,4169,8049,,,,12,12.3,,,,,16.3,21.3,,,,11.7,11.9,,,,9,8.3,,,,,16.3,17
"2003 Q3",17265,1418,15847,4153,8156,,,,12.6,13.3,,,,,18.8,26.4,,,,12.2,12.7,,,,8.9,8.3,,,,,17.8,19.4
"2003 Q4",17401,1428,15974,4143,8273,,,,12.5,13.2,,,,,19.3,27.5,,,,12,12.5,,,,9.7,9.6,,,,,15.9,16.9
"2004 Q1",17635,1434,16203,3721,7605,,,,12.4,13.1,,,,,18.1,25.2,,,,12,12.5,,,,10.4,11.6,,,,,15.3,16.6
"2004 Q2",17808,1440,16368,3669,7671,,,,12.6,13.4,,,,,17.5,24,,,,12.2,12.8,,,,10.7,12.1,,,,,15.8,17.5
"2004 Q3",18029,1445,16584,3629,7761,,,,12.9,13.7,,,,,19.2,27.8,,,,12.4,13,,,,10.5,11.8,,,,,16.3,18.1
"2004 Q4",18010,1446,16562,3604,7875,,,,12.4,13.1,,,,,18.8,27.1,,,,12,12.5,,,,10.2,11.4,,,,,15.3,16.7
"2005 Q1",17938,1449,16489,3607,8010,,,,12.3,12.9,,,,,20.8,31.5,,,,11.7,12.1,,,,10.4,11.7,,,,,14.4,15.3
"2005 Q2",18132,1450,16682,3612,8151,,,,12.7,13.5,,,,,22.3,34.9,,,,12,12.6,,,,11,12.8,,,,,14.7,15.7
"2005 Q3",18400,1448,16952,3608,8292,,,,12.9,13.8,,,,,23.3,37.1,,,,12.2,12.8,,,,10.6,12.1,,,,,16.2,17.8
"2005 Q4",18520,1448,17072,3611,8424,,,,12.9,13.9,,,,,24.9,40.8,,,,12.1,12.7,,,,10,11,,,,,16.2,17.9
"2006 Q1",18644,1450,17120,4107,9284,,,,13.4,14.7,,,,,29.3,50.4,,,,12.5,13.2,,,,11.8,13.5,,,,,15.7,16.7
"2006 Q2",18866,1449,17294,4088,9368,,,,12.9,14,,,,,28.2,48.4,,,,12,12.5,,,,10.6,11.5,,,,,15.1,16
"2006 Q3",19150,1453,17486,4070,9461,,,,12.9,13.8,,,,,24.8,41.3,,,,12.2,12.7,,,,10.2,10.9,,,,,15.5,16.6
"2006 Q4",19281,1458,17692,4056,9562,,,,13,14,,,,,22.7,37,,,,12.4,13.1,,,,9.7,10,,,,,15.6,16.8
"2007 Q1",19320,1455,18034,4193,9736,,,,12.9,13.6,,,,,19.5,30.2,,,,12.5,12.9,,,,11.4,12.8,,,,,15.2,15.8
"2007 Q2",19562,1456,18199,4257,9842,,,,13.6,14.3,,,,,21,33.5,,,,13.1,13.5,,,,10.1,10.4,,,,,16.4,17.2
"2007 Q3",19866,1457,18354,4318,9945,,,,13.6,14.3,,,,,24.2,40.6,,,,13,13.3,,,,10.2,10.5,,,,,16.7,17.7
"2007 Q4",19967,1457,18506,4372,10047,,,,13.6,14.3,,,,,34.4,63.1,,,,12.4,12.4,,,,9.4,9,,,,,15.8,16.5
"2008 Q1",19981,1425,18624,3615,9610,,,,13.7,14.7,,,,,29.1,51.2,,,,12.8,13.3,,,,11.5,14,,,,,16.2,17.4
"2008 Q2",20264,1433,18900,3636,9819,,,,13.1,14.2,,,,,34.8,62.6,,,,11.9,12.2,,,,12.4,15.2,,,,,14,14.3
"2008 Q3",20487,1441,19116,3655,10048,,,,12.6,13.3,,,,,28.1,48.3,,,,11.8,11.9,,,,9.3,9.8,,,,,15,15.6
"2008 Q4",20719,1454,19336,3689,10275,,,,12.2,12.6,,,,,14,18.2,,,,12.1,12.4,,,,9.9,10.8,,,,,15.9,16.8
"2009 Q1",21147,1459,19463,3702,10453,,,,11.6,11.7,,,,,19.1,29.1,,,,11.2,11,,,,9.2,9.4,,,,,14.9,15.5
"2009 Q2",21431,1465,19661,3734,10623,,,,10.6,10,,,,,15.4,21.3,,,,10.3,9.6,,,,8.3,8,,,,,13.8,13.9
"2009 Q3",21636,1471,19864,3774,10788,,,,11.1,10.9,,,,,19.2,29.4,,,,10.7,10.2,,,,8.7,8.6,,,,,14.4,14.7
"2009 Q4",21865,1479,19918,3807,10963,,,,11,10.6,,,,,26.1,44.3,,,,10.1,9.4,,,,8.4,8.1,,,,,13.5,13.4
"2010 Q1",22073,1485,19999,3796,11089,,,,11.2,11,,,,,21.1,33.7,,,,10.6,10.3,,,,8.7,8.7,,,,,14,14.2
"2010 Q2",22309,1494,20225,3774,11200,,,,10.6,10.2,,,,,21.3,34.2,,,,10.1,9.4,,,,8.4,8.3,,,,,13.2,13.1
"2010 Q3",22587,1501,20393,3772,11316,,,,11.7,11.8,,,,,24,40.2,,,,11,10.9,,,,8.7,8.8,,,,,15.2,15.9
"2010 Q4",22699,1489,20521,3756,11418,,,,11.6,11.7,,,,,26.1,45,,,,10.8,10.6,,,,8.4,8.4,,,,,14.1,14.4
"2011 Q1",22832,1483,20732,3737,11524,,,,11.6,11.8,,,,,27,47.2,,,,10.8,10.6,,,,9.2,9.9,,,,,13.6,13.6
"2011 Q2",23092,1477,20926,3721,11647,,,,11.4,11.5,,,,,27.4,48.1,,,,10.5,10.2,,,,9.4,10.3,,,,,13.3,13
"2011 Q3",23393,1475,21082,3720,11770,,,,11.8,12,,,,,25.4,43.9,,,,11,10.9,,,,8.8,9.2,,,,,14.6,14.7
"2011 Q4",23520,1497,21209,3712,11881,,,,11.6,11.7,,,,,26.1,45.4,,,,10.7,10.5,,,,8.5,8.7,,,,,13.8,13.8
"2012 Q1",23668,1511,22157,3809,11989,,,,11.5,11.6,,,,,24.8,42.6,,,,10.8,10.4,,,,8.2,8.1,,,,,13.9,14.1
"2012 Q2",23928,1525,22403,3792,12109,,,,10.9,10.6,,,,,22,36.4,,,,10.3,9.6,,,,7.6,6.9,,,,,13.9,14.2
"2012 Q3",24214,1531,22683,3790,12231,,,,11.2,11.1,,,,,20.8,33.9,,,,10.7,10.2,,,,7.7,7.2,,,,,15,16.1
"2012 Q4",24346,1513,22833,3789,12346,,,,11.7,11.9,,,,,20.2,33,,,,11.3,11.1,,,,9.2,9.9,,,,,14.2,14.8
"2013 Q1",24500,1503,22997,3772,12456,,,,11.7,12,,,,,20.7,34.2,,,,11.3,11.1,,,,8,7.7,,,,,14.9,15.4
"2013 Q2",24744,1494,23250,3756,12574,,,,10.9,10.6,,,,,20.1,33.1,,,,10.4,9.8,,,,8,8,,,,,13.8,13.8
"2013 Q3",25019,1517,23502,3754,12695,,,,11.3,11.3,,,,,20,32.9,,,,10.9,10.5,,,,9.2,10.1,,,,,14.7,15.1
"2013 Q4",25177,1521,23656,3757,12815,,,,11.8,12.1,,,,,19.2,31.1,,,,11.4,11.4,,,,10.1,11.8,,,,,14.2,14.4
"2014 Q1",25373,1524,23849,3727,12923,,,,11.7,11.9,,,,,17.6,27.6,,,,11.4,11.3,,,,8.7,9.3,,,,,14.6,15

© Crown Copyright

BGXZ,"PNFCs total asset : capital consumption; cp £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
BGYB,"PNFCs: oil & gas (SIC 11): capital consumption: cp £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
BGYC,"PNFCs Total Asset excluding oil & gas: capital consumption: cp, £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
BGYI,"PNFCs: Manufacturing: capital consumption cp £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
BGYK,"PNFCs: Service Industries: capital consumption: cp, £m"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
LRWL,"PNFCs gross operating surplus in £million"
,seasonal_adjustment='SA'
,base_period='-'
,price='CURR'
,index_period='-'
LRWM,"PNFCs net operating surplus in £million"
,seasonal_adjustment='SA'
,base_period='-'
,price='CURR'
,index_period='-'
LRWU,"PNFCs net average capital employed in £million"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
LRWV,"PNFCs gross rate of return (%)"
,seasonal_adjustment='SA'
,base_period='-'
,price='CURR'
,index_period='-'
LRWW,"PNFCs net rate of retrun (%)"
,seasonal_adjustment='SA'
,base_period='-'
,price='CURR'
,index_period='-'
LRWX,"UKCS companies gross operating surplus in £million"
,seasonal_adjustment='SA'
,base_period='-'
,price='CURR'
,index_period='-'
LRWY,"UKCS companies net operating surplus in £million"
,seasonal_adjustment='SA'
,base_period='-'
,price='CURR'
,index_period='-'
LRXB,"UKCS companies gross average capital employed in £million"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
LRXC,"UKCS companies net average capital employed in £million"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
LRXD,"UKCS companies gross rate of return (%)"
,seasonal_adjustment='SA'
,base_period='-'
,price='CURR'
,index_period='-'
LRXE,"UKCS companies net rate of return (%)"
,seasonal_adjustment='SA'
,base_period='-'
,price='CURR'
,index_period='-'
LRXG,"Non-UKCS PNFCs gross operating surplus in £million"
,seasonal_adjustment='SA'
,base_period='-'
,price='CURR'
,index_period='-'
LRXH,"Non-UKCS PNFCs net operating surplus in £million"
,seasonal_adjustment='SA'
,base_period='-'
,price='CURR'
,index_period='-'
LRXN,"Non-UKCS PNFCs net average capital employed in £million"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
LRXO,"Non-UKCS PNFCs gross rate of return (%)"
,seasonal_adjustment='SA'
,base_period='-'
,price='CURR'
,index_period='-'
LRXP,"Non-UKCS PNFCs net rate of retrun (%)"
,seasonal_adjustment='SA'
,base_period='-'
,price='CURR'
,index_period='-'
LRXR,"Manufacturing PNFCs gross operating surplus in £million"
,seasonal_adjustment='SA'
,base_period='-'
,price='CURR'
,index_period='-'
LRXZ,"Manufacturing PNFCs gross average capital employed in £million"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
LRYA,"Manufacturing PNFCs net average capital employed in £million"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
LRYB,"Manufacturing PNFCs gross rate of retrun (%)"
,seasonal_adjustment='SA'
,base_period='-'
,price='CURR'
,index_period='-'
LRYC,"Manufacturing PNFCs net rate of return (%)"
,seasonal_adjustment='SA'
,base_period='-'
,price='CURR'
,index_period='-'
LRYF,"Service sector PNFCs gross operating surplus in £million"
,seasonal_adjustment='SA'
,base_period='-'
,price='CURR'
,index_period='-'
LRYG,"Service sector PNFCs net operating surplus in £million"
,seasonal_adjustment='SA'
,base_period='-'
,price='CURR'
,index_period='-'
LRYN,"Service sector PNFCs gross average capital employed in £million"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
LRYO,"Service sector PNFCs net average capital employed in £million"
,seasonal_adjustment='NSA'
,base_period='-'
,price='CURR'
,index_period='-'
LRYP,"Service sector PNFCs gross rate of return (%)"
,seasonal_adjustment='SA'
,base_period='-'
,price='CURR'
,index_period='-'
LRYQ,"Service sector PNFCs net rate of return (%)"
,seasonal_adjustment='SA'
,base_period='-'
,price='CURR'
,index_period='-'
